customerID,Churn
1784-BXEFA,No
1784-EZDKJ,No
1785-BPHTP,No
1790-NESIO,No
1791-PQHBB,No
1792-UXAFY,Yes
1794-HBQTJ,Yes
1794-SWWKL,No
1796-JANOW,No
1803-BGNBD,No
1809-DMJHQ,Yes
1810-BOHSY,No
1810-MVMAI,No
1813-JLKWR,No
1813-JYWTO,No
1814-DKOLC,No
1814-WFGVS,No
1816-FLZDK,No
1818-ESQMW,No
1820-DJFPH,No
1820-TQVEV,Yes
1821-BUCWY,No
1830-GGFNM,No
1830-IPXVJ,No
1832-PEUTS,No
1833-TCXKK,No
1833-VGRUM,Yes
1834-ABKHQ,No
1834-WULEG,No
1837-YQUCE,No
1839-FBNFR,No
1839-UMACK,No
1840-BIUOG,No
1841-YSJGV,No
1842-EZJMK,Yes
1843-TLSGD,No
1845-CSBRZ,No
1845-ZLLIG,No
1846-XWOQN,Yes
1848-LBZHY,No
1849-RJYIG,No
1850-AKQEP,No
1852-QSWCD,No
1852-XEMDW,No
1853-ARAAQ,No
1853-UDXBW,Yes
1855-AGAWH,No
1855-CFULU,No
1862-QRWPE,No
1862-SKORY,Yes
1866-DIOQZ,No
1866-NXPSP,No
1866-OBPNR,No
1866-RZZQS,Yes
1866-ZSLJM,No
1867-BDVFH,Yes
1867-TJHTS,No
1871-MOWRM,Yes
1872-EBWSC,No
1875-QIVME,Yes
1877-HKBQX,No
1891-FZYSA,Yes
1891-QRQSA,No
1891-UAWWU,Yes
1894-IGFSG,Yes
1895-QTKDO,No
1897-OKVMW,No
1897-RCFUM,No
1898-JSNDC,No
1899-VXWXM,Yes
1902-XBTFB,Yes
1904-WAJAA,No
1905-OEILC,No
1907-UBQFC,Yes
1907-YLNYW,No
1910-FMXJM,No
1915-IOFGU,Yes
1915-OAKWD,No
1918-ZBFQJ,Yes
1919-RTPQD,No
1921-KYSAY,No
1925-GMVBW,No
1925-LFCZZ,No
1925-TIBLE,Yes
1926-QUZNN,No
1927-QEWMY,No
1928-BXYIV,No
1929-ZCBHE,No
1930-BZLHI,No
1930-QPBVZ,No
1930-WNXSB,No
1932-UEDCX,No
1934-MKPXS,No
1934-SJVJK,Yes
1935-IMVBB,No
1936-CZAKF,No
1936-UAFEH,No
1937-OTUKY,No
1941-HOSAM,No
1942-OQFRW,No
1945-XISKS,No
1950-KSVVJ,No
1951-IEYXM,No
1952-DVVSW,No
1955-IBMMB,No
1956-YIFGE,No
1958-RNRKS,No
1960-UOTYM,No
1960-UYCNN,No
1963-SVUCV,Yes
1963-VAUKV,Yes
1964-SVLEA,No
1965-AKTSX,Yes
1965-DDBWU,Yes
1970-KKFWL,No
1971-DTCZB,No
1972-XMUWV,No
1976-AZZPJ,No
1976-CFOCS,Yes
1977-STDKI,Yes
1980-KXVPM,Yes
1981-INRFU,Yes
1982-FEBTD,No
1984-FCOWB,Yes
1984-GPTEH,No
1985-MBRYP,No
1986-PHGZF,No
1987-AUELQ,No
1989-PRJHP,Yes
1991-VOPLL,No
1996-DBMUS,No
1998-VHJHK,No
2000-DHJUY,No
2000-MPKCA,No
2001-EWBQU,No
2001-MCUUW,No
2002-MZHWP,Yes
2003-CKLOR,Yes
2004-OCQXK,Yes
2005-DWQZJ,No
2007-QVGAW,No
2011-TRQYE,Yes
2012-NWRPA,Yes
2013-SGDXK,Yes
2014-MKGMH,No
2017-CCBLH,No
2018-PZKMU,No
2018-QKYGT,No
2019-HDCZY,No
2023-VQFDL,No
2024-BASKD,Yes
2025-JKFWI,Yes
2026-TGDHM,Yes
2027-CWDNU,No
2027-DNKIV,No
2027-FECZV,Yes
2027-OAQQC,Yes
2027-WKXMW,No
2030-BTZRO,No
2034-CGRHZ,Yes
2034-GDRCN,Yes
2037-SGXHH,Yes
2037-XJFUP,Yes
2038-LLMLM,No
2038-OEQZH,No
2038-YSEZE,No
2039-JONDJ,No
2040-LDIWQ,No
2040-OBMLJ,No
2040-VZIKE,No
2040-XBAVJ,No
2041-JIJCI,No
2043-WVTQJ,No
2045-BMBTJ,No
2049-BAFNW,No
2050-ONYDQ,No
2054-PJOCK,No
2055-BFOCC,No
2055-PDADH,Yes
2055-SIFSS,No
2056-EVGZL,No
2057-BOYKM,No
2057-ZBLPD,Yes
2058-DCJBE,Yes
2061-VVFST,No
2065-MMKGR,No
2067-QYTCF,No
2068-WWXQZ,No
2070-FNEXE,Yes
2070-XYMFH,No
2072-ZVJJX,No
2073-QBVBI,No
2074-GKOWZ,Yes
2074-GUHPQ,No
2075-PUEPR,No
2075-RMJIK,No
2077-DDHJK,No
2077-MPJQO,No
2079-FBMZK,Yes
2080-CAZNM,No
2080-GKCWQ,No
2080-SRCDE,No
2081-KJSQF,No
2081-VEYEH,No
2082-CEFLT,Yes
2082-OJVTK,Yes
2085-BOJKI,No
2085-JVGAD,No
2087-QAREY,No
2088-IEBAU,No
2091-GPPIQ,No
2091-MJTFX,Yes
2091-RFFBA,Yes
2096-XOTMO,No
2097-YVPKN,No
2100-BDNSN,Yes
2101-RANCD,No
2103-ZRXFN,No
2105-PHWON,No
2107-FBPTK,No
2108-GLPQB,No
2108-XWMPY,Yes
2108-YKQTY,Yes
2111-DWYHN,No
2114-MGINA,Yes
2115-BFTIW,Yes
2120-SMPEX,No
2121-JAFOM,No
2122-SZZZD,No
2122-YWVYA,No
2123-AGEEN,No
2123-VSCOT,No
2126-GSEGL,No
2129-ALKBS,No
2133-TSRRM,No
2135-DQWAQ,No
2135-RXIHG,Yes
2137-DQMEV,No
2138-VFAPZ,No
2139-FQHLM,No
2141-RRYGO,Yes
2143-LJULT,No
2144-BFDSO,No
2144-ESWKO,No
2146-EGVDT,No
2150-OEGBV,No
2150-UWTFY,Yes
2150-WLKUW,No
2153-MREFK,Yes
2154-KVJFF,Yes
2155-AMQRX,No
2157-MXBJS,Yes
2159-TURXX,No
2160-GPFXD,No
2162-FRZAA,No
2164-SOQXL,No
2165-VOEGB,Yes
2167-FQSTQ,No
2169-RRLFW,No
2171-UDMFD,No
2172-EJXVF,No
2176-LVPNX,No
2176-OSJUV,No
2178-PMGCJ,No
2180-DXNEG,Yes
2181-TIDSV,No
2181-UAESM,No
2186-QZEYA,No
2187-LZGPL,Yes
2187-PKZAY,No
2188-SXWVT,No
2189-UXTKY,Yes
2189-WWOEW,Yes
2190-BCXEC,No
2190-PHBHR,No
2192-CKRLV,No
2192-OZITF,No
2193-SFWQW,No
2194-IIQOF,No
2195-VVRJF,No
2195-ZRVAX,Yes
2197-OMWGI,No
2200-DSAAL,No
2202-CUYXZ,Yes
2202-OUTMO,No
2203-GHNWN,No
2205-LPVGL,No
2205-YMZZJ,Yes
2207-NHRJK,Yes
2207-OBZNX,Yes
2207-QPJED,No
2207-RYYRL,No
2208-MPXIO,No
2208-NKVVH,No
2208-NQBCT,No
2208-UGTGR,No
2209-XADXF,No
2211-RMNHO,No
2212-LYASK,No
2215-ZAFGX,No
2219-MVUSO,Yes
2220-IAHLS,No
2223-GDSHL,No
2223-KAGMX,Yes
2225-ZRGSG,Yes
2226-ICFDO,No
2227-JRSJX,No
2228-BZDEE,No
2229-DPMBI,No
2229-VWQJH,No
2230-XTUWL,No
2232-DMLXU,Yes
2233-FAGXV,No
2233-TXSIU,No
2234-EOFPT,No
2235-DWLJU,No
2235-EZAIK,No
2235-ZGKPT,Yes
2236-HILPA,No
2237-ZFSMY,Yes
2239-CFOUJ,No
2239-CGBUZ,No
2239-JALAW,Yes
2240-HSJQD,No
2242-MFOTG,No
2243-FNMMI,No
2245-ADZFJ,No
2249-YPRNG,Yes
2250-IVBWA,No
2251-PYLPB,No
2252-ISRNH,No
2252-JHJGE,No
2252-NKNSI,No
2253-KPMNB,No
2254-DLXRI,No
2256-YLYLP,No
2257-BOVXD,No
2259-OUUSZ,No
2260-USTRB,Yes
2262-SLNVK,No
2263-SFSQZ,No
2265-CYWIV,Yes
2266-FUBDZ,No
2266-SJNAT,No
2267-FPIMA,No
2267-WTPYD,No
2270-CHBFN,No
2272-JKMSI,No
2272-QAGFO,Yes
2272-UOINI,No
2272-WUSPA,No
2273-QCKXA,No
2274-XUATA,No
2275-RBYQS,No
2276-YDAVZ,Yes
2277-AXSDC,No
2277-BKJKN,No
2277-DJJDL,No
2277-VWCNI,No
2279-AXJJK,No
2282-YGNOR,No
2284-VFLKH,No
2292-XQWSV,No
2293-IJWPS,No
2294-DMMUS,No
2294-SALNE,No
2296-DKZFP,No
2300-RQGOI,No
2302-ANTDP,Yes
2302-OUZXB,No
2303-PJYHN,No
2305-MRGLV,No
2307-FYNNL,No
2308-STERM,No
2309-OSFEU,Yes
2311-QYMUQ,Yes
2314-TNDJQ,No
2316-ESMLS,No
2320-JRSDE,Yes
2320-SLKMB,No
2320-TZRRH,No
2320-YKQBO,No
2321-OMBXY,Yes
2322-VCZHZ,No
2323-ARSVR,No
2324-AALNO,No
2324-EFHVG,No
2325-NBPZG,No
2325-WINES,No
2325-ZUSFD,Yes
2330-PQGDQ,No
2332-EFBJY,Yes
2332-TODQS,No
2333-KWEWW,No
2335-GSODA,No
2338-BQEZT,No
2342-CKIAO,No
2344-JMOGN,Yes
2346-CZYIL,No
2346-DJQTB,No
2346-LOCWC,No
2347-WKKAE,No
2348-KCJLT,No
2351-BKRZW,No
2351-RRBUE,No
2357-COQEK,Yes
2359-KLTEK,No
2359-KMGLI,Yes
2359-QWQUL,Yes
2360-RDGRO,No
2361-FJWNO,No
2361-UPSND,No
2362-IBOOY,Yes
2363-BJLSL,No
2364-UFROM,No
2368-GAKKQ,No
2369-FEVNO,No
2369-UAPKZ,Yes
2371-JQHZZ,No
2371-JUNGC,No
2371-KFUOG,No
2372-HWUHI,Yes
2373-NTKOD,No
2378-HTWFW,No
2378-VTKDH,No
2378-YIZKA,No
2379-ENZGV,Yes
2379-GYFLQ,No
2380-DAMQP,No
2382-BCKQJ,Yes
2384-OVPSA,No
2386-LAHRK,Yes
2386-OWURY,No
2387-KDZQY,No
2388-LAESQ,No
2391-IPLOP,No
2391-SOORI,Yes
2393-DIVAI,No
2397-BRLOM,Yes
2398-YPMUR,Yes
2400-FEQME,No
2400-XIWIO,No
2402-TAIRZ,No
2403-BCASL,Yes
2404-JIBFC,No
2405-LBMUW,No
2408-PSJVE,No
2408-TZMJL,Yes
2408-WITXK,Yes
2410-CIYFZ,No
2418-TPEUN,No
2419-FSORS,No
2424-WVHPL,No
2428-HYUNX,No
2428-ZMCTB,No
2429-AYKKO,No
2430-RRYUW,No
2430-USGXP,Yes
2432-TFSMK,No
2433-KMEAS,Yes
2434-EEVDB,No
2436-QBZFP,No
2439-LYPMQ,No
2439-QKJUL,No
2446-BEGGB,Yes
2446-PLQVO,Yes
2446-ZKVAF,No
2450-ZKEED,No
2451-YMUXS,No
2452-KDRRH,No
2452-MRMZF,No
2452-SNHFZ,No
2453-SAFNS,No
2454-RPBRZ,Yes
2455-USLMV,No
2458-EOMRE,No
2460-FPSYH,Yes
2460-NGXBJ,No
2462-XIIJB,Yes
2465-BLLEU,No
2466-FCCPT,No
2466-NEJOJ,No
2468-SJFLM,No
2469-DTSGX,No
2472-OVKUP,Yes
2474-BRUCM,Yes
2474-LCNUE,No
2475-MROZF,No
2476-YGEFM,No
2478-EEWWM,No
2479-BRAMR,Yes
2480-EJWYP,No
2480-JZOSN,No
2480-SQIOB,No
2481-SBOYW,No
2482-CZGBB,Yes
2483-XSSMZ,No
2484-DGXPZ,Yes
2485-ITVKB,Yes
2486-WYVVE,No
2495-INZWQ,Yes
2495-KZNFB,No
2495-TTHBQ,No
2498-XLDZR,No
2499-AJYUA,No
2501-XWWTZ,No
2504-DSHIH,No
2506-CLAKW,Yes
2506-TNFCO,Yes
2507-QZPQS,No
2509-TFPJU,No
2511-ALLCS,No
2511-MORQY,No
2514-GINMM,Yes
2516-VQRRV,Yes
2516-XSJKX,No
2519-ERQOJ,No
2519-FAKOD,Yes
2519-LBNQL,No
2519-TWKFS,No
2520-SGTTA,No
2521-NPUZR,No
2522-AHJXR,No
2522-WLNSF,No
2523-EWWZL,No
2525-GVKQU,No
2528-HFYZX,Yes
2530-ENDWQ,Yes
2530-FMFXO,No
2533-QVMSK,Yes
2533-TIBIX,No
2535-PBCGC,No
2538-OIMXF,No
2541-YGPKE,No
2542-HYGIQ,No
2545-EBUPK,No
2545-LXYVJ,No
2546-KZAAT,No
2550-AEVRU,No
2550-QHZGP,No
2558-BUOZZ,No
2560-PPCHE,No
2560-QTSBS,No
2560-WBWXF,No
2565-JSLRY,Yes
2568-BRGYX,Yes
2568-OIADY,Yes
2569-WGERO,No
2573-GYRUU,No
2575-GFSOE,Yes
2576-HXMPA,No
2577-GVSIL,No
2578-JQPHZ,No
2580-ASVVY,No
2580-ATZSQ,No
2581-VKIRT,No
2582-FFFZR,No
2585-KTFRE,No
2586-CWXVV,No
2587-EKXTS,No
2587-YNLES,No
2589-AYCRP,No
2592-HODOV,No
2592-SEIFQ,Yes
2592-YKDIF,No
2595-KIWPV,No
2599-CIPQE,No
2599-CZABP,No
2603-HVKCG,No
2604-IJPDU,No
2604-XVDAM,No
2606-PKWJB,No
2606-RMDHZ,Yes
2607-DHDAK,No
2607-FBDFF,No
2608-BHKFN,Yes
2609-IAICY,Yes
2612-PHGOX,No
2612-RANWT,Yes
2612-RRIDN,Yes
2615-YVMYX,No
2616-FLVQC,No
2616-UUTFK,No
2619-WFQWU,Yes
2621-UDNLU,No
2623-DRYAM,No
2625-TRCZQ,No
2626-URJFX,Yes
2626-VEEWG,No
2632-IVXVF,No
2632-TACXW,No
2632-UCGVD,Yes
2634-HCZGT,Yes
2636-ALXXZ,Yes
2636-OHFMN,Yes
2636-SJDOU,No
2637-FKFSY,No
2639-UGMAZ,No
2640-LYMOV,No
2640-PMGFL,Yes
2642-DTVCO,Yes
2642-MAWLJ,No
2645-QTLMB,Yes
2649-HWLYB,No
2650-GYRYL,No
2651-ZCBXV,No
2654-VBVPB,No
2656-FMOKZ,Yes
2656-TABEH,Yes
2657-ALMWY,Yes
2657-VPXTA,No
2659-VXMWZ,Yes
2660-EMUBI,Yes
2661-GKBTK,No
2662-NNTDK,No
2664-XJZNO,No
2665-NPTGL,No
2667-WYLWJ,Yes
2668-TZSPS,No
2669-OIDSD,No
2669-QVCRG,No
2672-DZUOY,Yes
2672-HUYVI,Yes
2672-OJQZP,No
2672-TGEFF,No
2673-CXQEU,No
2673-ZALNP,No
2674-MIAHT,No
2674-MLXMN,No
2675-DHUTR,No
2675-IJRGJ,No
2675-OTVVJ,No
2676-ISHSF,No
2676-OXPPQ,No
2676-SSLTO,No
2680-XKKNJ,No
2682-KEVRP,No
2683-BPJSO,Yes
2683-JXWQQ,No
2684-EIWEO,Yes
2685-SREOM,Yes
2688-BHGOG,No
2690-DVRVK,No
2691-NZETQ,Yes
2692-AQCPF,No
2692-BUCFV,No
2692-PFYTJ,No
2694-CIUMO,No
2696-ECXKC,No
2696-NARTR,Yes
2696-RZVZW,No
2697-NQBPF,No
2700-LUEVA,No
2703-AMTUL,No
2706-QZIHY,No
2709-UQGNP,No
2710-WYVXG,No
2712-SYWAY,No
2716-GFZOR,No
2717-HVIZY,No
2718-GAXQD,Yes
2718-YSKCS,No
2719-BDAQO,Yes
2720-FVBQP,No
2720-WGKHP,Yes
2722-JMONI,Yes
2722-VOJQL,Yes
2724-FJDYW,No
2725-IWWBA,No
2725-KXXWT,Yes
2725-TTRIQ,No
2729-VNVAP,No
2731-GJRDG,No
2732-ISEZX,No
2737-WFVYW,Yes
2737-YNGYW,Yes
2739-CACDQ,No
2739-CCZMB,No
2740-JFBOK,No
2740-TVLFN,No
2746-DIJLO,No
2748-MYRVK,Yes
2749-CTKAJ,No
2750-BJLSB,No
2753-JMMCV,No
2754-SDJRD,No
2754-VDLTR,Yes
2754-XBHTB,Yes
2758-RNWXS,No
2761-OCIAX,Yes
2761-XECQW,No
2770-NSVDG,No
2773-MADBQ,No
2773-OVBPK,No
2774-LVQUS,Yes
2775-SEFEE,No
2777-PHDEI,Yes
2778-OCLGR,Yes
2782-JEEBU,No
2782-LFZVW,No
2786-GCDPI,No
2788-CJQAQ,No
2789-CZANW,No
2789-HQBOU,No
2790-XUYMV,No
2791-SFVEW,No
2792-LSHWX,No
2792-VPPET,No
2794-XIMMO,Yes
2796-NNUFI,No
2796-UUZZO,No
2798-NYLMZ,No
2799-ARNLO,No
2799-TSLAG,No
2800-QQUSO,No
2800-VEQXM,No
2801-NISEI,No
2804-ETQDK,No
2805-AUFQN,No
2805-EDJPQ,No
2806-MLNTI,No
2808-CHTDM,No
2809-ILCYT,No
2809-ZMYOQ,No
2810-FTLEM,Yes
2811-POVEX,No
2812-ENYMO,No
2812-REYAT,No
2812-SFXMJ,No
2815-CPTUL,Yes
2817-LVCPP,No
2817-NTQDO,Yes
2819-GWENI,No
2821-WARNZ,No
2823-LKABH,No
2824-DXNKN,No
2824-MYYBN,No
2826-DXLQO,No
2826-UWHIS,No
2828-SLQPF,No
2829-HYVZP,No
2830-LEWOA,No
2831-EBWRN,No
2832-KJCRD,No
2832-SCUCO,No
2833-SLKDQ,Yes
2834-JKOOW,No
2834-JRTUA,Yes
2834-SPCJV,Yes
2839-RFSQE,Yes
2840-XANRC,Yes
2842-BCQGE,No
2842-JTCCU,Yes
2843-CQMEG,No
2845-AFFTX,Yes
2845-HSJCY,Yes
2845-KDHVX,No
2848-YXSMW,No
2851-MMUTZ,No
2851-STERV,No
2853-CWQFQ,No
2856-HYAPG,Yes
2856-NNASM,Yes
2858-EIMXH,No
2858-MOFSQ,Yes
2860-RANUS,Yes
2862-JVEOY,No
2862-PFNIK,No
2863-IMQDR,No
2865-TCHJW,Yes
2866-IKBTM,No
2867-UIMSS,Yes
2868-LLSKM,No
2868-MZAGQ,Yes
2868-SNELZ,Yes
2869-ADAWR,Yes
2873-ZLIWT,Yes
2874-YXVVA,No
2876-GZYZC,No
2876-VBBBL,Yes
2877-VDUER,No
2878-DHMIN,No
2878-RMWXY,No
2880-FPNAE,No
2882-DDZPG,No
2882-WDTBA,No
2883-ILGWO,No
2884-GBPFB,Yes
2885-HIJDH,No
2886-KEFUM,Yes
2887-JPYLU,No
2888-ADFAO,No
2889-FPWRM,Yes
2890-WFBHU,No
2892-GESUL,No
2894-QOJRX,Yes
2896-TBNBE,No
2897-DOVND,No
2898-LSJGD,Yes
2898-MRKPI,No
2900-PHPLN,No
2903-YYTBW,No
2904-GGUAZ,No
2905-KFQUV,No
2907-ILJBN,No
2908-WGAXL,No
2908-ZTPNF,No
2911-IJORQ,No
2911-UREFD,Yes
2911-WDXMV,No
2916-BQZLN,No
2919-HBCJO,Yes
2920-RNCEZ,No
2921-XWDJH,No
2923-ARZLG,No
2924-KHUVI,No
2925-MXLSX,No
2925-VDZHY,No
2926-JEJJC,No
2927-CVULT,No
2927-QRRQV,No
2928-HLDBA,No
2929-ERCFZ,Yes
2929-QNSRW,Yes
2930-UOTMB,Yes
2931-FSOHN,No
2931-SVLTV,No
2931-VUVJN,No
2931-XIQBR,No
2933-FILNV,Yes
2933-XEUJM,No
2937-FTHUR,No
2946-KIQSP,No
2947-DOMLJ,Yes
2951-QOQTK,Yes
2952-QAYZF,Yes
2954-PIBKO,No
2955-BJZHG,Yes
2955-PSXOE,Yes
2956-GGUCQ,Yes
2957-JIRMN,No
2957-LOLHO,Yes
2958-NHPPS,No
2959-EEXWB,No
2959-FENLU,No
2959-MJHIC,Yes
2960-NKRSO,No
2961-VNFKL,No
2962-XPMCQ,Yes
2967-MXRAV,No
2968-SSGAA,Yes
2969-QWUBZ,No
2969-VAPYH,No
2969-WGHQO,No
2971-SGAFL,No
2972-YDYUW,No
2974-GGUXS,No
2977-CEBSX,No
2978-XXSOG,No
2979-SXESE,Yes
2982-IHMFT,Yes
2982-VPSGI,Yes
2983-ZANRP,Yes
2984-AFWNC,No
2984-MIIZL,Yes
2984-RGEYA,No
2984-TBYKU,No
2985-FMWYF,No
2985-JUUBZ,No
2987-BJXIK,No
2988-GBIVW,No
2988-PLAHS,No
2988-QRAJY,No
2990-HWIML,Yes
2990-IAJSV,No
2990-OGYTD,No
2995-UPRYS,Yes
2995-YWTCD,No
2996-XAUVF,No
2999-AANRQ,No
3001-CBHLQ,Yes
3001-UNBTL,No
3002-WQZWT,No
3003-CMDUU,No
3005-NFMTA,Yes
3005-TYFRD,No
3006-XIMLN,Yes
3007-FDPEA,No
3009-JWMPU,Yes
3011-WQKSZ,No
3012-VFFMN,No
3014-WJKSM,No
3016-KSVCP,No
3018-TFTSU,Yes
3021-VLNRJ,No
3022-BEXHZ,No
3023-GFLBR,Yes
3026-ATZYV,No
3027-YNWZU,No
3027-ZTDHO,Yes
3030-YDNRM,No
3030-YZADT,Yes
3030-ZKIWL,No
3034-ZBEQN,Yes
3038-PQIUY,No
3039-MJSLN,No
3043-SUDUA,No
3043-TYBNO,No
3045-XETSH,Yes
3049-NDXFL,Yes
3049-SOLAY,Yes
3050-GBUSH,No
3050-RLLXC,No
3055-MJDSB,No
3055-OYMSE,No
3055-VTCGS,No
3057-VJJQE,No
3058-HJCUY,Yes
3058-WQDRE,No
3059-NGMXB,No
3061-BCKYI,No
3062-ICYZQ,No
3063-QFSZL,Yes
3066-RRJIO,Yes
3067-SVMTC,No
3068-OMWZA,Yes
3069-SSVSN,No
3070-BDOQC,No
3070-DVEYC,Yes
3070-FNFZQ,No
3071-MVJCD,No
3071-VBYPO,No
3074-GQWYX,Yes
3077-RSNTJ,No
3078-ZKNTS,No
3079-BCHLN,No
3082-VQXNH,No
3082-WQRVY,No
3082-YVEKW,No
3084-DOWLE,No
3085-QUOZK,Yes
3086-RUCRN,No
3088-FVYWK,No
3088-LHEFH,No
3090-HAWSU,Yes
3090-LETTY,No
3090-QFUVD,No
3091-FYHKI,Yes
3092-IGHWF,Yes
3094-JOJAI,No
3096-GKWEB,No
3096-IZETN,Yes
3096-JRDSO,Yes
3096-WPXBT,No
3096-YXENJ,No
3097-FQTVJ,No
3097-IDVPU,No
3097-NNSPB,Yes
3097-NQYSN,Yes
3097-PYWXL,No
3099-OONVS,No
3104-OWCGK,Yes
3106-ULWFW,Yes
3108-PCCGG,No
3113-IWHLC,No
3115-CZMZD,No
3115-JPJDD,No
3118-UHVVQ,No
3120-FAZKD,No
3125-RAHBV,No
3126-WQMGH,No
3128-YOVTD,No
3129-AAQOU,No
3130-ICDUP,No
3131-NWVFJ,No
3132-TVFDZ,Yes
3133-PZNSR,No
3134-DSHVC,No
3137-LUPIX,No
3137-NYQQI,No
3138-BKYAV,Yes
3143-ILDAL,Yes
3143-JQEGI,Yes
3144-AUDBS,Yes
3144-KMTWZ,No
3146-JTQHR,No
3146-MSEGF,No
3148-AOIQT,No
3148-BLQJT,Yes
3154-CFSZG,No
3154-HMWUU,No
3156-QLHBO,No
3158-MOERK,Yes
3160-TYXLT,No
3161-GETRM,No
3161-ONRWK,No
3162-KKZXO,No
3162-ZJZFU,No
3164-AALRN,Yes
3164-YAXFY,No
3165-HDOEW,Yes
3166-PNEOF,No
3167-SNQPL,No
3170-GWYKC,No
3170-NMYVV,No
3173-NVMPX,No
3173-WSSUE,No
3174-AKMAS,No
3174-RKMOW,No
3177-LASXD,Yes
3178-CIFOT,No
3178-FESZO,Yes
3179-GBRWV,No
3181-MIZBN,No
3181-VTHOE,No
3186-AJIEK,No
3186-BAXNB,Yes
3190-FZATL,No
3190-ITQXP,No
3190-XFANI,Yes
3191-CSNMG,No
3192-LNKRK,No
3192-NQECA,Yes
3194-ORPIK,Yes
3195-TQDZX,No
3196-NVXLZ,No
3197-ARFOY,No
3197-NNYNB,No
3198-VELRD,Yes
3199-NPKCN,No
3199-XGZCY,No
3200-MNQTF,No
3205-MXZRA,No
3207-OYBWH,Yes
3208-YPIOE,Yes
3209-ZPKFI,No
3211-AAPKX,No
3211-ILJTT,Yes
3212-KXOCR,No
3213-VVOLG,No
3214-IYUUQ,No
3217-FZDMN,Yes
3219-JQRSL,No
3221-CJMSG,No
3223-DWFIO,No
3223-WZWJM,Yes
3224-DFQNQ,No
3227-WLKLI,No
3229-USWAR,No
3230-IUALN,No
3230-JCNZS,No
3230-WYKIR,Yes
3234-VKACU,No
3235-ETOOB,Yes
3237-AJGEH,Yes
3239-TPHPZ,No
3243-ZHOHY,No
3244-CQPHU,No
3244-DCJWY,Yes
3247-MHJKM,No
3247-ZVOUO,Yes
3249-VHRIP,No
3249-ZPQRG,Yes
3251-YMVWZ,No
3253-HKOKL,No
3254-YRILK,Yes
3255-GRXMG,No
3256-EZDBI,No
3258-SANFR,No
3258-SYSWS,No
3258-ZKPAI,No
3259-FDWOY,Yes
3259-KNMRR,No
3259-QMXUN,No
3261-CQXOL,No
3262-EIDHV,No
3266-FTKHB,No
3269-ATYWD,Yes
3272-VUHPV,No
3274-NSDWE,No
3275-RHRNE,No
3276-HDUEG,Yes
3278-FSIXX,No
3279-DYZQM,No
3280-MRDOF,No
3280-NMUVX,No
3282-ZISZV,No
3283-WCWXT,No
3284-SVCRO,No
3285-UCQVC,Yes
3292-PBZEJ,No
3295-YVUSR,No
3296-SILRA,Yes
3298-QEICA,No
3301-LSLWQ,No
3301-VKTGC,No
3307-TLCUD,No
3308-DGHKL,No
3308-JSGML,No
3308-MHOOC,No
3312-UUMZW,No
3312-ZWLGF,No
3313-QKNKB,Yes
3315-IKYZQ,No
3315-TOTBP,Yes
3316-UWXUY,No
3317-HRTNN,Yes
3317-VLGQT,No
3318-ISQFQ,No
3318-NMQXL,No
3318-OSATS,Yes
3319-DWOEP,Yes
3320-VEOYC,No
3323-CPBWR,No
3324-OIRTO,No
3325-FUYCG,Yes
3327-YBAKM,No
3329-WDIOK,Yes
3331-HQDTW,Yes
3334-CTHOL,Yes
3336-JORSO,Yes
3338-CVVEH,No
3339-EAQNV,No
3340-QBBFM,No
3345-JHUEO,No
3345-PBBFH,No
3346-BRMIS,Yes
3347-YJZZE,No
3348-CFRNX,Yes
3349-ANQNH,No
3351-NGXYI,No
3351-NQLDI,Yes
3352-ALMCK,No
3352-RICWQ,No
3354-OADJP,No
3359-DSRKA,No
3363-DTIVD,No
3363-EWLGO,No
3365-SAIGS,No
3370-GQEAL,No
3370-HXOPH,No
3372-CDXFJ,No
3372-KWFBM,Yes
3373-DIUUN,No
3373-YZZYM,No
3374-LXDEV,Yes
3374-PZLXD,No
3374-TTZTK,No
3376-BMGFE,Yes
3378-AJRAO,No
3384-CTMSF,No
3387-PLKUI,No
3387-VATUS,Yes
3389-KTRXV,No
3389-YGYAI,Yes
3391-JSQEW,No
3392-EHMNK,No
3393-FMZPV,Yes
3396-DKDEL,No
3397-AVTKU,No
3398-FSHON,Yes
3398-GCPMU,No
3398-ZOUAA,Yes
3399-BMLVW,No
3400-ESFUW,Yes
3401-URHDA,No
3402-XRIUO,No
3404-JNXAX,No
3407-JMJQQ,No
3407-QGWLG,No
3410-MHHUM,No
3410-YOQBQ,No
3411-WLRSQ,No
3413-BMNZE,No
3413-CSSTH,No
3413-DHLPB,No
3415-TAILE,Yes
3417-TSCIC,No
3419-SNJJD,Yes
3420-YJLQT,No
3420-ZDBMA,No
3422-GALYP,No
3422-LYEPQ,Yes
3422-WJOYD,No
3423-HHXAO,No
3424-NMNBO,Yes
3426-NIYYL,Yes
3427-GGZZI,No
3428-MMGUB,No
3428-XZMAZ,Yes
3429-IFLEM,No
3439-GVUSX,No
3440-JPSCL,Yes
3441-CGZJH,No
3442-ZHHCC,No
3445-HXXGF,Yes
3446-QDSZF,No
3450-WXOAT,No
3451-VAWLI,No
3452-ABWRL,No
3452-FLHYD,No
3452-GWUIN,No
3452-SRFEG,No
3453-RTHJQ,No
3454-JFUBC,No
3457-PQBYH,No
3458-IDMFK,No
3460-TJBWI,No
3462-BJQQA,No
